ID,Name,Category,Subcategory,Purpose,Path
5793,image_op_65,coding,image_processing,Image processing operation 65,coding/image_processing/image_op_65.md
5794,image_op_96,coding,image_processing,Image processing operation 96,coding/image_processing/image_op_96.md
5795,audio_op_99,coding,audio_processing,Audio processing operation 99,coding/audio_processing/audio_op_99.md
5796,audio_op_109,coding,audio_processing,Audio processing operation 109,coding/audio_processing/audio_op_109.md
5797,audio_op_7,coding,audio_processing,Audio processing operation 7,coding/audio_processing/audio_op_7.md
5798,audio_op_119,coding,audio_processing,Audio processing operation 119,coding/audio_processing/audio_op_119.md
5799,audio_op_89,coding,audio_processing,Audio processing operation 89,coding/audio_processing/audio_op_89.md
5800,audio_op_3,coding,audio_processing,Audio processing operation 3,coding/audio_processing/audio_op_3.md
5801,audio_op_2,coding,audio_processing,Audio processing operation 2,coding/audio_processing/audio_op_2.md
5802,audio_op_98,coding,audio_processing,Audio processing operation 98,coding/audio_processing/audio_op_98.md
5803,audio_op_108,coding,audio_processing,Audio processing operation 108,coding/audio_processing/audio_op_108.md
5804,audio_op_6,coding,audio_processing,Audio processing operation 6,coding/audio_processing/audio_op_6.md
5805,audio_op_118,coding,audio_processing,Audio processing operation 118,coding/audio_processing/audio_op_118.md
5806,audio_op_88,coding,audio_processing,Audio processing operation 88,coding/audio_processing/audio_op_88.md
5807,audio_op_103,coding,audio_processing,Audio processing operation 103,coding/audio_processing/audio_op_103.md
5808,audio_op_54,coding,audio_processing,Audio processing operation 54,coding/audio_processing/audio_op_54.md
5809,audio_op_60,coding,audio_processing,Audio processing operation 60,coding/audio_processing/audio_op_60.md
5810,audio_op_31,coding,audio_processing,Audio processing operation 31,coding/audio_processing/audio_op_31.md
5811,audio_op_93,coding,audio_processing,Audio processing operation 93,coding/audio_processing/audio_op_93.md
5812,audio_op_83,coding,audio_processing,Audio processing operation 83,coding/audio_processing/audio_op_83.md
5813,audio_op_21,coding,audio_processing,Audio processing operation 21,coding/audio_processing/audio_op_21.md
5814,audio_op_70,coding,audio_processing,Audio processing operation 70,coding/audio_processing/audio_op_70.md
5815,audio_op_44,coding,audio_processing,Audio processing operation 44,coding/audio_processing/audio_op_44.md
5816,audio_op_15,coding,audio_processing,Audio processing operation 15,coding/audio_processing/audio_op_15.md
5817,audio_op_113,coding,audio_processing,Audio processing operation 113,coding/audio_processing/audio_op_113.md
5818,audio_op_107,coding,audio_processing,Audio processing operation 107,coding/audio_processing/audio_op_107.md
5819,audio_op_35,coding,audio_processing,Audio processing operation 35,coding/audio_processing/audio_op_35.md
5820,audio_op_64,coding,audio_processing,Audio processing operation 64,coding/audio_processing/audio_op_64.md
5821,audio_op_97,coding,audio_processing,Audio processing operation 97,coding/audio_processing/audio_op_97.md
5822,audio_op_50,coding,audio_processing,Audio processing operation 50,coding/audio_processing/audio_op_50.md
5823,audio_op_11,coding,audio_processing,Audio processing operation 11,coding/audio_processing/audio_op_11.md
5824,audio_op_40,coding,audio_processing,Audio processing operation 40,coding/audio_processing/audio_op_40.md
5825,audio_op_87,coding,audio_processing,Audio processing operation 87,coding/audio_processing/audio_op_87.md
5826,audio_op_74,coding,audio_processing,Audio processing operation 74,coding/audio_processing/audio_op_74.md
5827,audio_op_25,coding,audio_processing,Audio processing operation 25,coding/audio_processing/audio_op_25.md
5828,audio_op_9,coding,audio_processing,Audio processing operation 9,coding/audio_processing/audio_op_9.md
5829,audio_op_117,coding,audio_processing,Audio processing operation 117,coding/audio_processing/audio_op_117.md
5830,audio_op_123,coding,audio_processing,Audio processing operation 123,coding/audio_processing/audio_op_123.md
5831,audio_op_106,coding,audio_processing,Audio processing operation 106,coding/audio_processing/audio_op_106.md
5832,audio_op_34,coding,audio_processing,Audio processing operation 34,coding/audio_processing/audio_op_34.md
5833,audio_op_65,coding,audio_processing,Audio processing operation 65,coding/audio_processing/audio_op_65.md
5834,audio_op_96,coding,audio_processing,Audio processing operation 96,coding/audio_processing/audio_op_96.md
5835,audio_op_51,coding,audio_processing,Audio processing operation 51,coding/audio_processing/audio_op_51.md
5836,audio_op_10,coding,audio_processing,Audio processing operation 10,coding/audio_processing/audio_op_10.md
5837,audio_op_41,coding,audio_processing,Audio processing operation 41,coding/audio_processing/audio_op_41.md
5838,audio_op_86,coding,audio_processing,Audio processing operation 86,coding/audio_processing/audio_op_86.md
5839,audio_op_75,coding,audio_processing,Audio processing operation 75,coding/audio_processing/audio_op_75.md
5840,audio_op_24,coding,audio_processing,Audio processing operation 24,coding/audio_processing/audio_op_24.md
5841,audio_op_8,coding,audio_processing,Audio processing operation 8,coding/audio_processing/audio_op_8.md
5842,audio_op_116,coding,audio_processing,Audio processing operation 116,coding/audio_processing/audio_op_116.md
5843,audio_op_122,coding,audio_processing,Audio processing operation 122,coding/audio_processing/audio_op_122.md
5844,audio_op_102,coding,audio_processing,Audio processing operation 102,coding/audio_processing/audio_op_102.md
5845,audio_op_55,coding,audio_processing,Audio processing operation 55,coding/audio_processing/audio_op_55.md
5846,audio_op_61,coding,audio_processing,Audio processing operation 61,coding/audio_processing/audio_op_61.md
5847,audio_op_30,coding,audio_processing,Audio processing operation 30,coding/audio_processing/audio_op_30.md
5848,audio_op_92,coding,audio_processing,Audio processing operation 92,coding/audio_processing/audio_op_92.md
5849,audio_op_82,coding,audio_processing,Audio processing operation 82,coding/audio_processing/audio_op_82.md
5850,audio_op_20,coding,audio_processing,Audio processing operation 20,coding/audio_processing/audio_op_20.md
5851,audio_op_71,coding,audio_processing,Audio processing operation 71,coding/audio_processing/audio_op_71.md
5852,audio_op_45,coding,audio_processing,Audio processing operation 45,coding/audio_processing/audio_op_45.md
5853,audio_op_14,coding,audio_processing,Audio processing operation 14,coding/audio_processing/audio_op_14.md
5854,audio_op_112,coding,audio_processing,Audio processing operation 112,coding/audio_processing/audio_op_112.md
5855,audio_op_105,coding,audio_processing,Audio processing operation 105,coding/audio_processing/audio_op_105.md
5856,audio_op_95,coding,audio_processing,Audio processing operation 95,coding/audio_processing/audio_op_95.md
5857,audio_op_66,coding,audio_processing,Audio processing operation 66,coding/audio_processing/audio_op_66.md
5858,audio_op_37,coding,audio_processing,Audio processing operation 37,coding/audio_processing/audio_op_37.md
5859,audio_op_52,coding,audio_processing,Audio processing operation 52,coding/audio_processing/audio_op_52.md
5860,audio_op_42,coding,audio_processing,Audio processing operation 42,coding/audio_processing/audio_op_42.md
5861,audio_op_13,coding,audio_processing,Audio processing operation 13,coding/audio_processing/audio_op_13.md
5862,audio_op_27,coding,audio_processing,Audio processing operation 27,coding/audio_processing/audio_op_27.md
5863,audio_op_76,coding,audio_processing,Audio processing operation 76,coding/audio_processing/audio_op_76.md
5864,audio_op_85,coding,audio_processing,Audio processing operation 85,coding/audio_processing/audio_op_85.md
5865,audio_op_115,coding,audio_processing,Audio processing operation 115,coding/audio_processing/audio_op_115.md
5866,audio_op_121,coding,audio_processing,Audio processing operation 121,coding/audio_processing/audio_op_121.md
5867,audio_op_101,coding,audio_processing,Audio processing operation 101,coding/audio_processing/audio_op_101.md
5868,audio_op_56,coding,audio_processing,Audio processing operation 56,coding/audio_processing/audio_op_56.md
5869,audio_op_91,coding,audio_processing,Audio processing operation 91,coding/audio_processing/audio_op_91.md
5870,audio_op_33,coding,audio_processing,Audio processing operation 33,coding/audio_processing/audio_op_33.md
5871,audio_op_62,coding,audio_processing,Audio processing operation 62,coding/audio_processing/audio_op_62.md
5872,audio_op_72,coding,audio_processing,Audio processing operation 72,coding/audio_processing/audio_op_72.md
5873,audio_op_23,coding,audio_processing,Audio processing operation 23,coding/audio_processing/audio_op_23.md
5874,audio_op_81,coding,audio_processing,Audio processing operation 81,coding/audio_processing/audio_op_81.md
5875,audio_op_17,coding,audio_processing,Audio processing operation 17,coding/audio_processing/audio_op_17.md
5876,audio_op_46,coding,audio_processing,Audio processing operation 46,coding/audio_processing/audio_op_46.md
5877,audio_op_111,coding,audio_processing,Audio processing operation 111,coding/audio_processing/audio_op_111.md
5878,audio_op_100,coding,audio_processing,Audio processing operation 100,coding/audio_processing/audio_op_100.md
5879,audio_op_57,coding,audio_processing,Audio processing operation 57,coding/audio_processing/audio_op_57.md
5880,audio_op_90,coding,audio_processing,Audio processing operation 90,coding/audio_processing/audio_op_90.md
5881,audio_op_32,coding,audio_processing,Audio processing operation 32,coding/audio_processing/audio_op_32.md
5882,audio_op_63,coding,audio_processing,Audio processing operation 63,coding/audio_processing/audio_op_63.md
5883,audio_op_73,coding,audio_processing,Audio processing operation 73,coding/audio_processing/audio_op_73.md
5884,audio_op_22,coding,audio_processing,Audio processing operation 22,coding/audio_processing/audio_op_22.md
5885,audio_op_80,coding,audio_processing,Audio processing operation 80,coding/audio_processing/audio_op_80.md
5886,audio_op_16,coding,audio_processing,Audio processing operation 16,coding/audio_processing/audio_op_16.md
5887,audio_op_47,coding,audio_processing,Audio processing operation 47,coding/audio_processing/audio_op_47.md
